,source,target
5926,LNX1,TCF12
5927,LNX1,HMG20A
5928,LNX1,CCDC33
5929,LNX1,KIFC3
5930,LNX1,OSGIN1
5931,LNX1,EIF4A3
5932,LNX1,PNMT
5933,LNX1,EVI5L
5934,LNX1,NME7
5935,LNX1,ADAMTSL4
5936,LNX1,DYNLT1
5937,LNX1,RBAK
5938,LNX1,PURB
5939,LNX1,TRIM50
5940,LNX1,RBMX
5941,LNX1,RGS20
5942,LNX1,PRDM14
5943,LNX1,APIP
5944,LNX1,CPSF7
5945,LNX1,KIAA1328
5946,LNX1,TDO2
5947,LNX1,CYSLTR2
5948,LNX1,PDE3B
5949,LNX1,UBP1
5950,LNX1,RPIA
5951,LNX1,LONRF1
5952,LNX1,TRIM42
5953,LNX1,CDA
5954,LNX1,TGM7
5955,LNX1,UBASH3A
5956,LNX1,HSF2BP
5957,LNX1,S100B
5958,LNX1,IKZF3
5959,LNX1,IP6K3
5960,LNX1,TSSK3
5961,LNX1,MEMO1
5962,LNX1,TEKT4
5963,LNX1,SCNM1
5964,LNX1,CADPS
5965,LNX1,ZNF148
5966,LNX1,YWHAZ
5967,LNX1,HDX
5968,LNX1,VCP
5969,LNX1,DEUP1
5970,LNX1,BEND7
5971,LNX1,ENOX2
5972,LNX1,CMTM5
5973,LNX1,PCBD1
5974,LNX1,USP54
5975,LNX1,NAB2
5976,LNX1,CCNDBP1
5977,LNX1,MAPRE2
5978,LNX1,KATNAL2
5979,LNX1,TRIM68
5980,LNX1,CCDC88B
5981,LNX1,VASN
5982,LNX1,HEXIM2
5983,LNX1,AXIN2
5984,LNX1,HNRNPH1
5985,LNX1,ZBTB43
5986,LNX1,PLEKHA2
5987,LNX1,INO80E
5988,LNX1,FASN
5989,LNX1,LDB2
5990,LNX1,RBMY1F
5991,LNX1,HNRNPF
5992,LNX1,DYDC1
5993,LNX1,RIOX2
5994,LNX1,MSANTD4
5995,LNX1,TRIM8
5996,LNX1,EXOSC1
5997,LNX1,KRT15
5998,LNX1,ZNF581
5999,LNX1,ZBTB26
6000,LNX1,FAM90A1
6001,LNX1,ATPAF2
6002,LNX1,PPIH
6003,LNX1,QARS1
6004,LNX1,IL16
6005,LNX1,EFEMP2
6006,LNX1,IHO1
6007,LNX1,C1QTNF1
6008,LNX1,CBY2
6009,LNX1,KCTD13
6010,LNX1,TRAF6
6011,LNX1,DDIT3
6012,LNX1,EIF1AD
6013,LNX1,DRAP1
6014,LNX1,SSNA1
6015,LNX1,CLK2
6016,LNX1,WDR25
6017,LNX1,MAGEB18
6018,LNX1,PNMA1
6019,LNX1,TRIM60
6020,LNX1,AGTRAP
6021,LNX1,CRACR2B
6022,LNX1,EPM2AIP1
6023,LNX1,MSC
6024,LNX1,EXOSC4
6025,LNX1,ZNF552
6026,LNX1,MRFAP1L1
6027,LNX1,EDC3
6028,LNX1,CLK3
6029,LNX1,DCTPP1
6030,LNX1,SEPTIN1
6031,LNX1,PRKRA
6032,LNX1,ZBTB2
6033,LNX1,RABIF
6034,LNX1,RUVBL2
6035,LNX1,CCBE1
6036,LNX1,EFHC2
6037,LNX1,NUDT14
6038,LNX1,PNMA3
6039,LNX1,TSPYL2
6040,LNX1,OSBP2
6041,LNX1,DRG1
6042,LNX1,BICD2
6043,LNX1,FSD2
6044,LNX1,KIF24
6045,LNX1,KRT16
6046,LNX1,KRTAP9-8
6047,LNX1,VMAC
6048,LNX1,KRTAP10-8
6049,LNX1,CARD9
6050,LNX1,S100A3
6051,LNX1,PRKAR1B
6052,LNX1,RUFY4
6053,LNX1,NDOR1
6054,LNX1,KRTAP1-1
6055,LNX1,DUSP29
6056,LNX1,BORCS6
6057,LNX1,ZGPAT
6058,LNX1,CYSRT1
6059,LNX1,RAD54B
6060,LNX1,ZNF655
6061,LNX1,TMEM239
6062,LNX1,PNMA5
6063,LNX1,KPRP
6064,LNX1,RBM20
6065,LNX1,LRRC73
6066,LNX1,TRIM39
6067,LNX1,TRIM10
6068,LNX1,TRIM27
6069,LNX1,KRTAP9-3
6070,LNX1,SYCE1L
6071,LNX1,KRTAP12-3
6072,LNX1,TSN
6073,LNX1,KRTAP2-3
6074,LNX1,KRTAP6-3
6075,LNX1,NUP62
6076,LNX1,DENND1B
6077,LNX1,KRTAP2-4
6078,LNX1,ZBED1
6079,LNX1,HOMEZ
6080,LNX1,VPS52
6081,LNX1,RBMY1J
6082,LNX1,HSBP1
6083,LNX1,NME1
6084,LNX1,KRTAP13-3
6085,LNX1,KCTD7
6086,LNX1,MRPS6
6087,LNX1,KRTAP4-2
6088,LNX1,ACTN3
6089,LNX1,KRTAP5-9
6090,LNX1,NOTCH2NLA
6091,LNX1,NBPF19
6092,TFRC,AQP6
6093,TFRC,SLC10A1
6094,TFRC,SGTA
6095,TFRC,HIBADH
6096,TFRC,FAM210B
6097,TFRC,FAM209A
6098,TFRC,C1orf159
6099,TFRC,RMDN3
6100,TFRC,MGST3
6101,TFRC,RASSF3
6102,TFRC,CREB3L1
6103,TFRC,ASGR2
6104,TFRC,RELL2
6105,TFRC,MFF
6106,TFRC,ARL13B
6107,TFRC,GPR152
6108,TFRC,GET1
6109,TFRC,LHFPL5
6110,AFF4,ELL2
6111,UBE2D1,CHFR
6112,UBE2D1,MKRN2
6113,UBE2D1,MID2
6114,UBE2D1,DTX2
6115,UBE2D1,RNF125
6116,UBE2D1,MID1
6117,UBE2D1,XIAP
6118,UBE2D1,MEOX2
6119,UBE2D1,TRIM3
6120,UBE2D1,ARRDC3
6121,UBE2D1,TRIM62
6122,UBE2D1,RNF2
6123,UBE2D1,RNF11
6124,UBE2D1,MKRN1
6125,UBE2D1,TRIM54
6126,UBE2D1,RNF185
6127,UBE2D1,TRIM50
6128,UBE2D1,RNF25
6129,UBE2D1,UBTD1
6130,UBE2D1,OTUB1
6131,UBE2D1,RNF181
6132,UBE2D1,TRIM8
6133,UBE2D1,DTX3
6134,UBE2D1,RNF182
6135,UBE2D1,ZNRF1
6136,UBE2D1,RING1
6137,UBE2D1,RNF5
6138,UBE2D1,TRIM39
6139,UBE2D1,RNF115
6140,PALS1,DLGAP4
6141,PALS1,LIN7B
6142,PALS1,LIN7A
6143,PALS1,TRAF2
6144,PALS1,NUMB
6145,PALS1,LIN7C
6146,PALS1,FTCD
6147,PALS1,SNTG2
6148,PALS1,SRGAP2B
6149,PALS1,BHLHB9
6150,SMC1A,FGF14
6151,HMMR,MORN4
6152,CHFR,UBE2D2
6153,CHFR,UBE2E3
6154,CHFR,UBE2E2
6155,ACADVL,TAF1B
6156,ACAP1,NEBL
6157,ACAP1,FCHSD2
6158,ACAP1,SH3RF1
6159,ACAP1,UQCRB
6160,CRMP1,DPYSL2
6161,CRMP1,DPYSL3
6162,CRMP1,AP3M1
6163,CRMP1,RACK1
6164,DERL2,RBFA
6165,DERL2,MPP1
6166,DERL2,FXYD6
6167,DERL2,PTPN9
6168,DERL2,DIABLO
6169,DERL2,SFT2D1
6170,AP1M1,FKBP7
6171,AP1M1,RAPGEF3
6172,AP1M1,MID2
6173,AP1M1,HOOK2
6174,AP1M1,TFIP11
6175,AP1M1,PICK1
6176,AP1M1,RSPH14
6177,AP1M1,NKAP
6178,AP1M1,SP4
6179,AP1M1,RUNDC3A
6180,AP1M1,MDK
6181,AP1M1,BACH2
6182,AP1M1,FXR1
6183,AP1M1,RNF19B
6184,AP1M1,ZCCHC17
6185,AP1M1,NECAB1
6186,AP1M1,MEA1
6187,AP1M1,SDCBP2
6188,AP1M1,AMOT
6189,AP1M1,ATF4
6190,AP1M1,MYOD1
6191,AP1M1,FXR2
6192,AP1M1,SPATA6
6193,AP1M1,BCAR3
6194,AP1M1,CCDC33
6195,AP1M1,EVI5L
6196,AP1M1,TIFA
6197,AP1M1,TRIM41
6198,AP1M1,PURB
6199,AP1M1,LRMDA
6200,AP1M1,NKAPD1
6201,AP1M1,ZNF19
6202,AP1M1,ZNF276
6203,AP1M1,ZBTB8A
6204,AP1M1,DISC1
6205,AP1M1,RP9
6206,AP1M1,C7orf57
6207,AP1M1,ZNF219
6208,AP1M1,TEPSIN
6209,AP1M1,AXIN2
6210,AP1M1,LRATD2
6211,AP1M1,ZBTB43
6212,AP1M1,ARNT2
6213,AP1M1,EFEMP2
6214,AP1M1,GCSAM
6215,AP1M1,THAP6
6216,AP1M1,OLIG3
6217,AP1M1,FAM219B
6218,AP1M1,ZNF552
6219,AP1M1,LDOC1
6220,AP1M1,ARL6IP4
6221,AP1M1,ZBTB3
6222,AP1M1,IKZF1
6223,AP1M1,KIF24
6224,AP1M1,KRTAP10-8
6225,AP1M1,ZSCAN16
6226,AP1M1,ZNF655
6227,AP1M1,ZBTB14
6228,AP1M1,TRIM27
6229,AP1M1,KRT40
6230,AP1M1,KRTAP10-7
6231,AP1M1,ZNF8
6232,PVR,MFSD11
6233,PVR,SCD
6234,PVR,TSPO
6235,PVR,PLP2
6236,PVR,ZDHHC15
6237,PVR,OLFM4
6238,PVR,TMEM147
6239,PVR,HOXA1
6240,PVR,GPRC5D
6241,PVR,C3orf52
6242,PVR,TMEM54
6243,PVR,INSIG2
6244,PVR,NINJ1
6245,PVR,SLC41A2
6246,PVR,TMBIM6
6247,PVR,RUSF1
6248,PVR,AQP10
6249,PVR,SNAP47
6250,PVR,EBP
6251,PVR,SLC30A2
6252,PVR,CYB561A3
6253,PVR,ZFPL1
6254,PVR,TMEM79
6255,PVR,CLDN19
6256,PVR,TMEM65
6257,PVR,SFTPC
6258,PVR,VAMP5
6259,PVR,NINJ2
6260,PVR,ZDHHC22
6261,PVR,ADIPOQ
6262,PVR,EDDM3B
6263,PVR,BRICD5
6264,PVR,ANKRD46
6265,PVR,KRTAP10-8
6266,PVR,CYHR1
6267,PVR,KRTAP1-1
6268,PVR,CD47
6269,PVR,CYSRT1
6270,PVR,TMEM229B
6271,PVR,SYS1
6272,PVR,KRTAP9-3
6273,PVR,SLC35B4
6274,PVR,CTXN3
6275,PVR,PLPP6
6276,PVR,TAS2R19
6277,PVR,KRTAP3-3
6278,PVR,KRTAP3-1
6279,PVR,KRTAP6-3
6280,PVR,TM6SF2
6281,PVR,KRTAP1-3
6282,PVR,PGA4
6283,PVR,SMIM1
6284,PVR,NOTCH2NLA
6285,PVR,NBPF19
6286,MCM2,ASF1A
6287,PANX2,NRF1
6288,PANX2,ATXN1
6289,PANX2,BANP
6290,TP63,PIN1
6291,TP63,PELI2
6292,TP63,UBASH3A
6293,TP63,MCRS1
6294,TP63,PELI1
6295,SMARCE1,KRT31
6296,SMARCE1,IFT74
6297,SMARCE1,TFIP11
6298,SMARCE1,PSMC6
6299,SMARCE1,OIP5
6300,SMARCE1,MEOX2
6301,SMARCE1,KRT37
6302,SMARCE1,AMOTL2
6303,SMARCE1,CEP70
6304,SMARCE1,TRIP10
6305,SMARCE1,CCDC136
6306,SMARCE1,EXOC4
6307,SMARCE1,KRT34
6308,SMARCE1,MTUS2
6309,SMARCE1,TRIM54
6310,SMARCE1,CDR2
6311,SMARCE1,TEX12
6312,SMARCE1,MIPOL1
6313,SMARCE1,DISC1
6314,SMARCE1,GOLGA2
6315,SMARCE1,KRT19
6316,SMARCE1,KRT27
6317,SMARCE1,CEP63
6318,SMARCE1,FSD2
6319,SMARCE1,KRT16
6320,SMARCE1,KRT14
6321,SMARCE1,KRTAP10-8
6322,SMARCE1,KRTAP1-1
6323,SMARCE1,FAM217B
6324,SMARCE1,KRT39
6325,SMARCE1,KRT35
6326,SMARCE1,CYSRT1
6327,SMARCE1,GOLGA6L9
6328,SMARCE1,CCHCR1
6329,SMARCE1,KRT40
6330,SMARCE1,KRTAP6-3
6331,SMARCE1,CCDC183
6332,SMARCE1,VPS52
6333,FNDC8,PIK3R3
6334,FNDC8,MAD2L1BP
6335,FNDC8,MCRS1
6336,FNDC8,SMCO1
6337,FNDC8,MBLAC1
6338,ABCB11,DDIT4L
6339,DHRS9,STX8
6340,PICALM,ATXN1
6341,PICALM,ZC3H10
6342,PICALM,ATXN1L
6343,NSF,MEOX2
6344,CLASP1,SYBU
6345,NOTCH3,PRR20B
6346,NOTCH3,PRR20A
6347,NOTCH3,PRR20D
6348,NOTCH3,PRR20C
6349,NOTCH3,PRR20E
6350,CLNS1A,SNRPD3
6351,CLNS1A,SNRPD2
6352,CLNS1A,SNRPB
6353,CLNS1A,SNRPG
6354,CLNS1A,LSM6
6355,CLNS1A,FRMD7
6356,CLNS1A,SNRPD1
6357,CLNS1A,LSM3
6358,CLNS1A,LSM2
6359,TEAD2,VGLL1
6360,TEAD2,TRIM3
6361,TEAD2,GNG13
6362,TEAD2,YAP1
6363,TEAD2,VGLL4
6364,TEAD2,RUNX1
6365,TEAD2,C14orf39
6366,TEAD2,VGLL3
6367,EED,EZH2
6368,EED,EZH1
6369,SNCB,MORN4
6370,TSG101,PPP1R13B
6371,TSG101,KRT31
6372,TSG101,BRPF3
6373,TSG101,TFIP11
6374,TSG101,CBY1
6375,TSG101,TAX1BP1
6376,TSG101,KRT18
6377,TSG101,ZWINT
6378,TSG101,FAM110A
6379,TSG101,AJUBA
6380,TSG101,KRT34
6381,TSG101,GOLM1
6382,TSG101,TRIM54
6383,TSG101,CEP55
6384,TSG101,VPS37B
6385,TSG101,PRDM16
6386,TSG101,SNAPIN
6387,TSG101,TNIP1
6388,TSG101,LCN2
6389,TSG101,LRSAM1
6390,TSG101,KIAA1328
6391,TSG101,HAUS1
6392,TSG101,VPS37A
6393,TSG101,BAG4
6394,TSG101,VPS28
6395,TSG101,CAGE1
6396,TSG101,PKNOX2
6397,TSG101,LENG8
6398,TSG101,VPS37C
6399,TSG101,CCDC88B
6400,TSG101,SCARA5
6401,TSG101,KRT75
6402,TSG101,MZB1
6403,TSG101,SYCE1
6404,TSG101,TRIML2
6405,TSG101,WASHC1
6406,TSG101,CEP63
6407,TSG101,KRT16
6408,TSG101,INCA1
6409,TSG101,HSH2D
6410,TSG101,PDLIM7
6411,TSG101,KRT35
6412,TSG101,CCHCR1
6413,NCBP3,LENG8
6414,NCBP3,KPNA4
6415,MGLL,AQP6
6416,MGLL,COQ9
6417,MGLL,CD79A
6418,MGLL,PEX12
6419,MGLL,SLC66A2
6420,MGLL,FAM209A
6421,MGLL,TMEM35A
6422,MGLL,SDCBP
6423,MGLL,SLC10A6
6424,MGLL,EBAG9
6425,MGLL,MFSD14B
6426,MGLL,STOM
6427,MGLL,FCER1G
6428,MGLL,GEM
6429,MGLL,HSD17B13
6430,MGLL,MSRB3
6431,MGLL,GOLT1A
6432,MGLL,GPR152
6433,MGLL,TMX2
6434,NTN4,HOXA1
6435,NTN4,MEOX2
6436,NTN4,CASK
6437,NTN4,KRTAP21-2
6438,NTN4,KRTAP10-8
6439,NTN4,LCE1C
6440,NTN4,CYSRT1
6441,NTN4,KPRP
6442,NTN4,KRTAP5-9
6443,NTN4,NOTCH2NLA
6444,NTN4,NBPF19
6445,SCARF1,COQ9
6446,SCARF1,TGM1
6447,SCARF1,MEOX2
6448,SCARF1,GJA8
6449,SCARF1,FAM209A
6450,SCARF1,LHFPL2
6451,SCARF1,KCNJ6
6452,SCARF1,CREB3L1
6453,SCARF1,GPX8
6454,SCARF1,NEMP1
6455,SCARF1,GPR37L1
6456,SCARF1,HSD17B13
6457,SCARF1,MRM3
6458,SCARF1,LCE1D
6459,SCARF1,CLDN7
6460,SCARF1,KRTAP10-8
6461,SCARF1,KRTAP1-1
6462,SCARF1,CYSRT1
6463,SCARF1,KRTAP5-7
6464,IPCEF1,CYTH4
6465,IPCEF1,CYTH2
6466,IPCEF1,CYTH1
6467,IPCEF1,CEP70
6468,NOX3,CYBC1
6469,MYDGF,NCALD
6470,MYDGF,SGTA
6471,MYDGF,ACOT13
6472,MYDGF,HPCAL1
6473,MYDGF,HPCA
6474,MYDGF,UBQLN1
6475,MYDGF,LCN2
6476,MYDGF,EIF3F
6477,MYDGF,UBQLN2
6478,MYDGF,SGTB
6479,TXK,GRB10
6480,TXK,IKZF4
6481,TXK,ZNF835
6482,TXK,TNS4
6483,TXK,DUSP6
6484,TXK,CCDC33
6485,TXK,PIK3R1
6486,TXK,RBAK
6487,TXK,DOK2
6488,TXK,PRDM14
6489,TXK,CRK
6490,TXK,SOCS6
6491,TXK,CBY2
6492,TXK,GRB2
6493,TXK,STAP2
6494,TXK,ZNF792
6495,TXK,EFHC2
6496,TXK,SOCS3
6497,TXK,IKZF1
6498,TXK,ZNF587
6499,TXK,HOMEZ
6500,TXK,JRK
6501,SRI,PDE4C
6502,SRI,USHBP1
6503,GRAMD4,SH2D4A
6504,GRAMD4,MTMR9
6505,GRAMD4,EXOC8
6506,GRAMD4,GADD45G
6507,GRAMD4,CCDC146
6508,GRAMD4,TACC2
6509,GRAMD4,C2CD6
6510,GRAMD4,NTAQ1
6511,GRAMD4,PLEKHF2
6512,GRAMD4,FAM9B
6513,TIMM21,UBQLN2
6514,RASAL2,MEOX2
6515,RASAL2,MCC
6516,VPS9D1,VPS9D1
6517,VPS9D1,AAMDC
6518,VPS9D1,KRT31
6519,VPS9D1,RSPH14
6520,VPS9D1,MAP1LC3A
6521,VPS9D1,SYT17
6522,VPS9D1,POU6F2
6523,VPS9D1,AKAP9
6524,VPS9D1,TRIM21
6525,VPS9D1,TRIM54
6526,VPS9D1,UBXN11
6527,VPS9D1,AHSP
6528,VPS9D1,DYDC1
6529,VPS9D1,PSMD2
6530,VPS9D1,PNMA1
6531,VPS9D1,MKRN3
6532,VPS9D1,CCDC172
6533,VPS9D1,RAD51D
6534,VPS9D1,KRT39
6535,VPS9D1,KRT35
6536,VPS9D1,ZNF655
6537,VPS9D1,CCHCR1
6538,VPS9D1,TRIM27
6539,VPS9D1,TTC23L
6540,VPS9D1,HOMEZ
6541,FNDC3B,YPEL3
6542,FNDC3B,TOX4
6543,FNDC3B,TRIM35
6544,FNDC3B,ABHD11
6545,FNDC3B,POU6F2
6546,FNDC3B,SPSB2
6547,FNDC3B,BICRAL
6548,FNDC3B,BBS2
6549,FNDC3B,ABHD8
6550,FNDC3B,KLHDC7B
6551,FNDC3B,HAPLN2
6552,FNDC3B,TESMIN
6553,FNDC3B,UBAP2
6554,FNDC3B,GAS2L3
6555,FNDC3B,SUOX
6556,FNDC3B,POGZ
6557,FNDC3B,DUSP10
6558,FNDC3B,TEKT5
6559,FNDC3B,TRIM42
6560,FNDC3B,RUSC1
6561,FNDC3B,PRKAA2
6562,FNDC3B,REL
6563,FNDC3B,DAPL1
6564,FNDC3B,ZMYND19
6565,FNDC3B,C10orf82
6566,FNDC3B,USP54
6567,FNDC3B,TEPSIN
6568,FNDC3B,C22orf15
6569,FNDC3B,MBD3L1
6570,FNDC3B,KRTAP11-1
6571,FNDC3B,SRARP
6572,FNDC3B,BRWD1
6573,FNDC3B,C19orf54
6574,FNDC3B,PIK3R4
6575,FNDC3B,TEX43
6576,FNDC3B,L3MBTL3
6577,FNDC3B,MCCD1
6578,FNDC3B,CEMP1
6579,FNDC3B,C10orf55
6580,FNDC3B,TEX48
6581,FNDC3B,STPG4
6582,FOSL2,MEOX2
6583,FOSL2,CYTH1
6584,FOSL2,BACH2
6585,FOSL2,ATF2
6586,FOSL2,LRIF1
6587,FOSL2,NME7
6588,FOSL2,CREB5
6589,FOSL2,LHX8
6590,FOSL2,POLR2G
6591,FOSL2,JUNB
6592,FOSL2,DDIT3
6593,FOSL2,JUN
6594,FRYL,PDCD10
6595,FRYL,PRR35
6596,FRYL,CCDC187
6597,TMEM131,GABARAPL1
6598,TMEM131,RACK1
6599,ACTB,ACTB
6600,ACTB,UBE2I
6601,ACTB,CDC37
6602,ACTB,EHHADH
6603,ACTB,DSTN
6604,ACTB,DUSP19
6605,ACTB,CFL2
6606,ACTB,CFL1
6607,ACTB,ACTG1
6608,MOCOS,ARL8A
6609,WDR62,ENKD1
6610,SART3,ZNF620
6611,SART3,ZNF71
6612,EXOSC7,UBE2K
6613,EXOSC7,IP6K1
6614,EXOSC7,ESRRG
6615,KIFAP3,NAA10
6616,KIFAP3,C19orf44
6617,KIFAP3,NCF2
6618,KIFAP3,HOXB5
6619,KIFAP3,NAA11
6620,KIFAP3,MOS
6621,KIFAP3,MYPOP
6622,KIFAP3,RTP5
6623,KIFAP3,KANK2
6624,MKRN2,UBE2D4
6625,MKRN2,EIF3F
6626,MKRN2,RACK1
6627,RBM7,EVI5L
6628,RBM7,CCDC88B
6629,PTPN23,CEP19
6630,MLH1,PPP1R13B
6631,MLH1,AP1B1
6632,MLH1,ZMAT5
6633,MLH1,MPG
6634,MLH1,NME4
6635,MLH1,TLE5
6636,MLH1,TASOR2
6637,MLH1,LUC7L3
6638,MLH1,SYF2
6639,MLH1,MYOG
6640,MLH1,ENKD1
6641,MLH1,RBM48
6642,MLH1,MBD4
6643,MLH1,RSPH3
6644,MLH1,PER2
6645,MLH1,BTBD2
6646,MLH1,PRR5L
6647,MLH1,MORN3
6648,MLH1,FRMD6
6649,MLH1,CCDC33
6650,MLH1,FAM50B
6651,MLH1,RADX
6652,MLH1,CCDC74B
6653,MLH1,MAGEA8
6654,MLH1,U2AF1
6655,MLH1,ZNF474
6656,MLH1,CDCA7L
6657,MLH1,ZNF212
6658,MLH1,MBD3L1
6659,MLH1,FAM90A1
6660,MLH1,CBY2
6661,MLH1,KPNA2
6662,MLH1,ZFP90
6663,MLH1,UBOX5
6664,MLH1,NELFA
6665,MLH1,SPATA8
6666,MLH1,FAM228A
6667,MLH1,NANOS3
6668,MLH1,ZNF177
6669,MLH1,C9orf152
6670,MLH1,ZNF774
6671,MLH1,KPNA5
6672,MLH1,FAN1
6673,MLH1,KPRP
6674,MLH1,ZFP57
6675,MLH1,TSGA13
6676,MLH1,ISY1
6677,MLH1,
6678,MLH1,ZNF559-ZNF177
6679,MLH1,U2AF1L5
6680,MLH1,PIP4K2B
6681,KLHL20,TNPO2
6682,KLHL20,NEDD9
6683,KLHL20,BCL6
6684,KLHL20,STK16
6685,KLHL20,RECK
6686,KLHL20,ENKD1
6687,KLHL20,C20orf85
6688,KLHL20,BEX2
6689,KLHL20,BEX1
6690,KLHL20,USP20
6691,KLHL20,SLC13A5
6692,KLHL20,C1orf216
6693,KLHL20,COL8A1
6694,KLHL20,NTAQ1
6695,KLHL20,C21orf58
6696,KLHL20,HR
6697,KLHL20,KLHL38
6698,KLHL20,CLCNKA
6699,KLHL20,CIDEC
6700,KLHL20,DUSP21
6701,KLHL20,ATG9A
6702,SPAG5,NEBL
6703,SPAG5,PKN1
6704,SPAG5,PLK4
6705,SPAG5,CENPH
6706,SPAG5,IGFN1
6707,SPAG5,GEM
6708,SPAG5,KRT75
6709,SPAG5,ZNF572
6710,SPAG5,KRT3
6711,SPAG5,POM121
6712,SPAG5,CCHCR1
6713,ANKRD13A,QDPR
6714,TPD52,SPG21
6715,TPD52,SH3GLB1
6716,TPD52,TPD52L1
6717,TPD52,TTPA
6718,TPD52,THAP4
6719,TRAF4,TRAF4
6720,TRAF4,DNM2
6721,TRAF4,TFAP4
6722,TRAF4,KRT31
6723,TRAF4,PCSK5
6724,TRAF4,PICK1
6725,TRAF4,UBL4A
6726,TRAF4,UBE2I
6727,TRAF4,HOXA1
6728,TRAF4,TAX1BP1
6729,TRAF4,ABI3
6730,TRAF4,ZBTB16
6731,TRAF4,BACH2
6732,TRAF4,BYSL
6733,TRAF4,GORASP1
6734,TRAF4,HOXB5
6735,TRAF4,SNRPB
6736,TRAF4,PLAGL2
6737,TRAF4,KRT36
6738,TRAF4,ZNF835
6739,TRAF4,CEP85
6740,TRAF4,ZMYM5
6741,TRAF4,HEY2
6742,TRAF4,FRS3
6743,TRAF4,RNF144B
6744,TRAF4,PHLDA1
6745,TRAF4,BAHD1
6746,TRAF4,HMG20A
6747,TRAF4,SF3B4
6748,TRAF4,TBC1D7
6749,TRAF4,ZC3H12C
6750,TRAF4,NCF1
6751,TRAF4,GOLGA6A
6752,TRAF4,DISC1
6753,TRAF4,RAD54L2
6754,TRAF4,PSMC3
6755,TRAF4,ZNF3
6756,TRAF4,PLEKHA7
6757,TRAF4,GOLGA2
6758,TRAF4,LENG8
6759,TRAF4,NUDT16L1
6760,TRAF4,POLR2J3
6761,TRAF4,ZNF581
6762,TRAF4,ZBTB26
6763,TRAF4,QARS1
6764,TRAF4,BANP
6765,TRAF4,TSGA10IP
6766,TRAF4,ZNF620
6767,TRAF4,DTX3
6768,TRAF4,ZNF784
6769,TRAF4,BEGAIN
6770,TRAF4,HGS
6771,TRAF4,UBL4B
6772,TRAF4,EZHIP
6773,TRAF4,UBQLN2
6774,TRAF4,C19orf54
6775,TRAF4,ZNF177
6776,TRAF4,KANK2
6777,TRAF4,GOLGA6L9
6778,TRAF4,WWP2
6779,TRAF4,TRIM27
6780,TRAF4,KRT40
6781,TRAF4,HOMEZ
6782,TRAF4,VPS52
6783,TRAF4,DPEP2NB
6784,TRAF4,ZNF559-ZNF177
6785,ICAM3,TSPO
6786,ICAM3,SEC22A
6787,ICAM3,CLDN19
6788,ICAM3,SMCO4
6789,ICAM3,SFTPC
6790,ICAM3,NINJ2
6791,ICAM3,EDDM3B
6792,ICAM3,BRICD5
6793,ICAM3,CLDN4
6794,ICAM3,SMIM1
6795,NT5C2,GLYCTK
6796,GPC4,PICK1
6797,MBNL3,PRR20B
6798,MBNL3,PRR20A
6799,MBNL3,PRR20D
6800,MBNL3,PRR20C
6801,MBNL3,PRR20E
6802,CAMSAP3,DHX15
6803,CAMSAP3,HSF2BP
6804,CAMSAP3,FSD2
6805,XAB2,PPIE
6806,XAB2,ISY1
6807,CTTNBP2,FAM86C1P
6808,CTTNBP2,HSF2BP
6809,CTTNBP2,PKNOX2
6810,CTTNBP2,MAGEA11
6811,CTTNBP2,KRT14
6812,CTTNBP2,INCA1
6813,CTTNBP2,MEI4
6814,RARB,PSMC5
6815,RARB,PPARGC1A
6816,RARB,RXRG
6817,RARB,CCNDBP1
6818,RARB,RXRB
6819,PAK3,RHOJ
6820,CAPN6,ZBTB14
6821,DCX,MID2
6822,DCX,HOOK2
6823,DCX,MEOX2
6824,DCX,MTUS2
6825,DCX,GOLGA2
6826,DCX,ZBTB5
6827,DCX,IKZF1
6828,DCX,BICD2
6829,DCX,FSD2
6830,DCX,ZBTB10
6831,DCX,VPS52
6832,SNRPA,SNRPA
6833,SNRPA,RBM3
6834,SNRPA,TLE5
6835,SNRPA,RASAL3
6836,SNRPA,PTBP2
6837,SNRPA,LHX4
6838,SNRPA,TRIR
6839,SNRPA,SNRPA1
6840,SNRPA,MRPL15
6841,SNRPA,SDCBP
6842,SNRPA,MBNL2
6843,SNRPA,DDIT4L
6844,SNRPA,GIGYF1
6845,SNRPA,TIAL1
6846,SNRPA,CHTOP
6847,SNRPA,FUBP1
6848,SNRPA,HNRNPK
6849,SNRPA,OTX2
6850,SNRPA,ENOX2
6851,SNRPA,RBPMS2
6852,SNRPA,LENG8
6853,SNRPA,PCBP1
6854,SNRPA,RBMY1F
6855,SNRPA,RBM4B
6856,SNRPA,NDUFAF3
6857,SNRPA,PCBP3
6858,SNRPA,RBM11
6859,SNRPA,TNFAIP8L1
6860,SNRPA,ZCCHC13
6861,SNRPA,DDX39B
6862,SNRPA,TRIM27
6863,SNRPA,RBMY1J
6864,SNRPA,RBMY1A1
6865,EXOSC5,FH
6866,EXOSC5,KRT31
6867,EXOSC5,TFIP11
6868,EXOSC5,PICK1
6869,EXOSC5,MTMR3
6870,EXOSC5,SNW1
6871,EXOSC5,TRIB3
6872,EXOSC5,TLE5
6873,EXOSC5,MEOX2
6874,EXOSC5,LZTS2
6875,EXOSC5,TNFAIP1
6876,EXOSC5,BIRC2
6877,EXOSC5,TRIM62
6878,EXOSC5,EXOSC8
6879,EXOSC5,FCHO1
6880,EXOSC5,KRT34
6881,EXOSC5,TRIM54
